"property_id","price"
"d56159653f5d2abc5ed5acd7",810034112
"45550aa81c0151f1fd9fd8fe",1012190464
"735deef3382aa15930482f3e",809697920
"0dd49fa8bb7be52b851c6dc9",808167296
"7d3220a91e78f8bc2924d1cd",1165372288
"d3054072b2175deec2c1f8dc",521388032
"b7574b06d593fca4eac59815",478452704
"79e822115c5c1a4531366001",628186560
"d3ed5316a463d38c1bd321d0",1199018112
"2f1880c9b8f7ac2715e1236d",961197824
"dcca1c7f109175760ff531c6",833920256
"dfc4f3facf91bbd93ee0fa4d",678091648
"30e134a6cbe61d7954d0f56b",473828416
"385fee7bd9ad7722d45dd034",576442816
"87199c236bf22903d1aafdd0",584985856
"19e19ad0cd6b5e84d8aa970e",580580096
"907f968e78d748fde69dd44f",822508288
"be094e5db0f784e3aa013aae",559676288
"7ab96f83915bc84f8c03c1bd",461276672
"07f4aa9b9ff5b0b05d31e6c0",926500096
"e9be8cd37abed8ab510ba1f5",830820800
"5f6ad58df27b562db077b5ce",859518656
"ee96d947484aaace40f9b77f",820198464
"15c4aef8401208054697b81e",1034135104
"22d6cb11333f2839b8112b89",1287025408
"288c09c33907dadbae495c11",1347622144
"f71d2bca0c5fe2720a1544c4",568194240
"451744cf3ce55a98db8a3562",536102976
"fba9ae05a6a8a9e0c6268a9f",730678976
"1338e58f7dcebf5a1ea59388",474475328
"a817e8da0ada143ac87277ee",626386176
"46d8bb3e9a0ca584d3c7a317",600804352
"b2506aa9463aebf01e1e00ca",635161600
"7ec025b9b6e6f33bf65af41b",543952960
"2ff531e27672ecd2362eed55",818216192
"9b3cf0d1b91b9c6a2a887647",841106816
"7db5291ce4602d9b2b266872",586136192
"65d5918e826c33bb950fc008",714909376
"395c34e4b8f52cbdb0522459",802952576
"855f4b67d2bd6d18fd03d8e7",824076288
"9ff06409b37e5b5dece4604a",720583424
"0508cd7bd2c77ebb6fea1e56",766752256
"b45fff2e718e54772d46a3fd",769480512
"cf4d2297b73dbc357d21e31b",695428672
"0ada7044c5b29925abc90879",706732096
"6305f02255274ab5fb6bd39c",830495744
"d9a94194ae1350512beff3e6",837218496
"e3896296cb80d50d9ad3f903",852789440
"6514f355887c64136edb5595",999867648
"f03400cc18e12903b3ffbe5a",860989568
"4e134600155a64783b3f8c3e",778842368
"d63ebc63c82fbf66d8b6ffd3",788060928
"1bd64811bd59706844230198",800233280
"a83921284639eedd4a511cb6",697906816
"a2f3f7a1cd573e2a33f52e2d",780273856
"47344a66471fa51f61c64652",773533952
"78fd849c9429091347d7e5c9",815368128
"c3daf2abea55af99c9579319",843327872
"52864916eb1984abca41ec66",1045985152
"c62494a9d7aede44f2f84023",939536960
"a2b576643f7a032371587e5e",1188316672
"e53bc68f0e97ccead24f3e56",722024192
"fd82c710aad91bc90af490fe",845190528
"d436abc2ee37ba3dd561e940",971428160
"216a598114a403676011cb51",687067008
"ea230d5eccd2b687888173bb",866831104
"18bd0dd7580f2a7cb19a90b9",438170784
"b143c8ca6d334f6a73c3f2a0",509429952
"ab388cb4fa511968783bafee",527076736
"6a4f08cd04d558a56af732d9",622597440
"7216c895aa047c4f405c4941",711885760
"a493488dcd906dc74cf8a604",754301888
"7844b0b2bc65dced90a355c6",661589632
"c1976383069b6b82ab29d092",555387520
"e5cfd99e2308b7b73581dbdc",769282560
"c18c2ea88f4ac53970b53d2c",548469568
"842c9f0e4edf1e5a672ce15e",751086912
"7dd1e46dcbddc6bf5ef694de",614840832
"6cc4f32b39180bd1ec7e117b",782428096
"79e643789a85dc4ffad49a25",901289216
"b3402a9173d289d6db78e09d",800372480
"a446507813234e358db8b573",778797376
"c8ef57ddfb35061d1876f94e",720757888
"360be0df2c003005e3db080e",1049362944
"9ab245a4c91877cb7a8661ce",1068046976
"a57a34c7486e7a40e8deb316",763516032
"ceba7d0f56f6cb03538962fb",804261824
"d5475993f9db58c3e4baf7a3",956266880
"d37a1dda09e30da13ff5bfc3",851360384
"68a8b8d077a8232723bf37e9",862950592
"e1eea7716ca6490b7640717a",717524160
"4ae6d75b10848d259ecba576",857336448
"17afbce5c0b56732abbea936",889500992
"84a2673eccd3cf3bd7fd3eb0",1045985152
"f2f4e6cbafe527b155707f01",908188416
"de2e3a592cda5b76c9573c5c",942166912
"fac651cf404a58f24dc7d286",1029287040
"e6f312a0877af26b69855a3d",1394431872
"333a643c623a9bc75f3a40f2",1419461504
"64593641e470908ef23b46cb",1140641152
"ce9f2f0071be658ae75ca6f9",1188316672
"9ab385e399a4673732b6a799",805088704
"3429c774b736cefc051e2c55",707198080
"a51ad0372758b2bbfe73f8fd",681943296
"8c801a266256e3fbabe7e3d2",645203648
"ca2f81b8fb6fda20aefb0ccb",809471360
"3c1b1f86087f9b99380e387c",939680384
"b0cad5d612954b8cab18101c",990566656
"7eb991f4c69215377e4dac8f",917038400
"0d130b8bea4321300396fa34",1357313792
"8dfa059401e1dca80ae65ae1",844563264
"3e3f264cd0ac7a65ed2349a2",1068700480
"112dce80bf512f3f24391d23",528967712
"ff25ded6333278149f8fb68f",1070603008
"d555b82c192794e87e9d536f",912384000
"a787382d96ef9fce8f27bc70",1084759424
"8c3aa295f7bcfd9a43eb2037",1078403200
"13ac95652fb3cf6c43dafc66",491487264
"42fc6a80b882c32f6264ac10",489585728
"1e9c53e09220d689a0210ab9",435942880
"3348706086aa3db5c92259c3",621391488
"66d402a9b7d05f29282ddb00",714581312
"cf88be51d6f31c10e5868ff7",342591072
"30b3f38716be209a894b0942",489797536
"0a5908a92d0ba3e36f54b1f3",527004096
"dd206b6ea2d7f6555109ea39",704798656
"c641febd8bc2ece3e4d2d8b6",682492288
"c11fdc02a288af0572a2bca1",861034112
"35dc60a65969b264ab283d6d",832181504
"d9cb0f637cd4feaaaf8a21c0",1021741568
"7e8dfae9a5f1faf8afa706f7",744229312
"a280fe7610c254b935c9dcfc",505230336
"85524880fdc4e4daf90e96fd",559211776
"f361109d06f6609c16724b39",714909376
"3f6b2f0c0876c21755369cb6",830495744
"de26819064a290ce78d8fcc1",728358848
"91be1260a84ab7fa3521c495",851747328
"18c8dc4549d38c918af2972e",846753344
"782b0fb8641849c2c34291e6",543499904
"54933f8b33a4fd6f031ed5be",798983744
"953176c9a901b4f61c030432",884315200
"357e2add3d68167a4f3ce15e",837037376
"90332d50e91925eb9b614bef",878650368
"11723d1d472bf1a3fdd8b72c",906656000
"01f8b6799e2910f7769db175",852294144
"a0d5001f7dd42d7f0c91d2a9",693720960
"d4439c35bcb88e1490916c67",817357504
"4a73dad0ff8a5262e8b07c4b",888333504
"3dd8085a65f24b497ea59557",899317376
"39ef085809bc80e32e7b6af6",924250816
"b98ee16e8fd7d1c75a9da13c",1026621824
"16deb26bf740fa61e258f545",834144128
"732a3bd457d7798e1fd892f6",774719744
"1376058cb128a1c7729cd2e9",832638784
"cac7e7c3e13af91bdc7107e8",942583168
"9f3dfa6e1422f6aeac527c61",449987552
"4dd3d1288ccb66ee4fb9c097",1109059456
"15fb97d6a43731d61e95d004",783158848
"dac29573163315edf99e0e7a",730690368
"b93f2864087d41c3c92d43c3",853236992
"cd4656aed92f5c0a0b6b7c0c",853236992
"556210496090b42ac10cf1b8",1188316672
"762979729fb21e56a32ed14e",1188316672
"ea935b76abe664d5e2c4736f",714909376
"40e9ef1e7c6749b7a8d04ea9",534528608
"058265732a484ac8d5497f5c",700607936
"6f52ea8340cdd283f9a79720",677067136
"cafe7c1ee67458e05c84d5fb",830495744
"3f45ed2f08a2b03b738fbb5e",556266112
"f203b18854b75c4564d7a17d",839316096
"d5333f639d11bc3ab073ed72",579526272
"c14f644116669a160446a945",569485440
"de585856ff546e00a5a4672e",692799232
"7a80663cae7c191b5d025fa0",555626752
"71f80198e68fbba902650b1a",578684864
"f3523e0626df8cea803ead0f",555409216
"619abd5f978b1573761be86d",976844736
"17a2323b855e93533a9f09f2",754120768
"38e8630f2c05ea38e2257c21",563432064
"1e3798d739f85ee0e5a314ca",683950400
"46d0544f411bbfb6b452858c",868125696
"605e7a71eecb13b23ffca0c1",625843840
"7515b37b7ae7c62f3dafbe7d",725453056
"28be121ada9c9303be802474",737974528
"331d54f8a1bd3dabce73d6d9",955559296
"22d167639ccaace593dffa31",782481344
"36cd68fc3ffab79fcaa340ab",772882048
"db924733e88c361cdfab874a",878222464
"64eea2e9a13a8edfe8ac7027",982469504
"97fe6eeed892111bfa20255b",887715520
"b54e6757829ac95e2076d954",722504832
"dd59b8122458557041903207",599582144
"b35c58fc1c05a77433025318",1085441024
"c41964afa164d8b75f8dbe92",816032768
"96b3ea80cce599b68f96f86e",824699584
"a4bc87ad4f1ad97c0a63d843",1098136576
"16e62269e6aa2ea052d05f71",959414720
"518b37b51f824fa0fb5075d3",1140382080
"e083d83369cbc93fb94842a1",1022684544
"57deff02895d5286eda10d89",909511040
"7ed35835fbe694bc237abe38",879067968
"b48efa9ddf36e85164354f26",972614144
"5910c9b29a1025bada93a5e1",1072464448
"10a650e8cb5425c97f08f68a",797221568
"9e0feca2ec3043ae6f840631",1129483904
"35ce37bbecac6b164fa21e6c",789031936
"c4955010d066e013812a85ea",1037452352
"d5a83c31bec18d1c3eb9af7d",825416832
"70217bd08583854329722821",953087488
"28e748e7aa0a447731e06706",788973184
"27929c0a3e0fd2d6d2969e03",843124992
"5c5ea0d8bae75e0a5c88414f",982086272
"2233f50cf7b04791cf1ddeaa",744329600
"bf430621f17dcaf17fb91ac7",725749568
"d8dc9de06461e0220bc55906",827196736
"d988975f8c4e6ee8fd8dc1e1",1065220096
"bab884e0f99df269805e83a4",1031186112
"8fa9b20af1508af7a01e2267",843571840
"b6f195d44ddbe10b78b97191",504758208
"2ab0eeac4a228d5769fb4365",563594176
