"property_id","price"
"d56159653f5d2abc5ed5acd7",877906380.214782
"45550aa81c0151f1fd9fd8fe",1032061966.73722
"735deef3382aa15930482f3e",832940411.542831
"0dd49fa8bb7be52b851c6dc9",844443702.340239
"7d3220a91e78f8bc2924d1cd",876126402.709063
"d3054072b2175deec2c1f8dc",725584572.31204
"b7574b06d593fca4eac59815",712484731.168393
"79e822115c5c1a4531366001",791481990.886944
"d3ed5316a463d38c1bd321d0",922917640.447107
"2f1880c9b8f7ac2715e1236d",952351873.071798
"dcca1c7f109175760ff531c6",776445050.897652
"dfc4f3facf91bbd93ee0fa4d",837495360.504457
"30e134a6cbe61d7954d0f56b",727829997.068099
"385fee7bd9ad7722d45dd034",704903086.975368
"87199c236bf22903d1aafdd0",721128748.28266
"19e19ad0cd6b5e84d8aa970e",707867077.35074
"907f968e78d748fde69dd44f",841846154.041005
"be094e5db0f784e3aa013aae",710477967.675853
"7ab96f83915bc84f8c03c1bd",699857090.086595
"07f4aa9b9ff5b0b05d31e6c0",863818612.872405
"e9be8cd37abed8ab510ba1f5",909545740.480241
"5f6ad58df27b562db077b5ce",868069066.631104
"ee96d947484aaace40f9b77f",860600267.559729
"15c4aef8401208054697b81e",1163225209.56423
"22d6cb11333f2839b8112b89",976502991.363908
"288c09c33907dadbae495c11",1101231766.73252
"f71d2bca0c5fe2720a1544c4",826400949.788126
"451744cf3ce55a98db8a3562",750236681.38904
"fba9ae05a6a8a9e0c6268a9f",813223279.051457
"1338e58f7dcebf5a1ea59388",682847958.551339
"a817e8da0ada143ac87277ee",654975267.021329
"46d8bb3e9a0ca584d3c7a317",757134398.264033
"b2506aa9463aebf01e1e00ca",720893190.227147
"7ec025b9b6e6f33bf65af41b",701259283.722342
"2ff531e27672ecd2362eed55",870112637.043161
"9b3cf0d1b91b9c6a2a887647",901934072.71717
"7db5291ce4602d9b2b266872",593899899.031655
"65d5918e826c33bb950fc008",810925629.351542
"395c34e4b8f52cbdb0522459",814710636.951739
"855f4b67d2bd6d18fd03d8e7",798005399.293968
"9ff06409b37e5b5dece4604a",778576374.687389
"0508cd7bd2c77ebb6fea1e56",784283568.515277
"b45fff2e718e54772d46a3fd",794898842.370381
"cf4d2297b73dbc357d21e31b",752368184.209536
"0ada7044c5b29925abc90879",793086441.024295
"6305f02255274ab5fb6bd39c",842743778.128873
"d9a94194ae1350512beff3e6",845596720.134877
"e3896296cb80d50d9ad3f903",830383176.803901
"6514f355887c64136edb5595",925848527.152718
"f03400cc18e12903b3ffbe5a",961218054.49057
"4e134600155a64783b3f8c3e",832260145.859751
"d63ebc63c82fbf66d8b6ffd3",888520822.677424
"1bd64811bd59706844230198",829829748.546473
"a83921284639eedd4a511cb6",723505513.206567
"a2f3f7a1cd573e2a33f52e2d",917645223.173695
"47344a66471fa51f61c64652",878285535.022277
"78fd849c9429091347d7e5c9",895018373.348965
"c3daf2abea55af99c9579319",916683185.516873
"52864916eb1984abca41ec66",983337966.381368
"c62494a9d7aede44f2f84023",968992282.427093
"a2b576643f7a032371587e5e",1029710638.1119
"e53bc68f0e97ccead24f3e56",781331150.42552
"fd82c710aad91bc90af490fe",923550433.737134
"d436abc2ee37ba3dd561e940",1003943127.48581
"216a598114a403676011cb51",742252116.668209
"ea230d5eccd2b687888173bb",953630634.939824
"18bd0dd7580f2a7cb19a90b9",643861216.480483
"b143c8ca6d334f6a73c3f2a0",644349798.258849
"ab388cb4fa511968783bafee",707790112.164281
"6a4f08cd04d558a56af732d9",752844467.087969
"7216c895aa047c4f405c4941",831105683.92139
"a493488dcd906dc74cf8a604",822701370.825395
"7844b0b2bc65dced90a355c6",812872512.267999
"c1976383069b6b82ab29d092",820975849.97564
"e5cfd99e2308b7b73581dbdc",762582176.181031
"c18c2ea88f4ac53970b53d2c",781023853.983334
"842c9f0e4edf1e5a672ce15e",816489951.357656
"7dd1e46dcbddc6bf5ef694de",800590893.360314
"6cc4f32b39180bd1ec7e117b",868362574.316072
"79e643789a85dc4ffad49a25",894220726.077004
"b3402a9173d289d6db78e09d",906409624.835611
"a446507813234e358db8b573",760886468.36536
"c8ef57ddfb35061d1876f94e",731972134.005466
"360be0df2c003005e3db080e",888934645.143026
"9ab245a4c91877cb7a8661ce",918266521.379394
"a57a34c7486e7a40e8deb316",840818650.725422
"ceba7d0f56f6cb03538962fb",876189973.536822
"d5475993f9db58c3e4baf7a3",962984117.411578
"d37a1dda09e30da13ff5bfc3",890898702.252835
"68a8b8d077a8232723bf37e9",865871013.505314
"e1eea7716ca6490b7640717a",822380299.277613
"4ae6d75b10848d259ecba576",861778687.222214
"17afbce5c0b56732abbea936",921926831.636851
"84a2673eccd3cf3bd7fd3eb0",986505387.252976
"f2f4e6cbafe527b155707f01",952635694.052905
"de2e3a592cda5b76c9573c5c",988393147.889138
"fac651cf404a58f24dc7d286",1062400859.84228
"e6f312a0877af26b69855a3d",1086457416.20659
"333a643c623a9bc75f3a40f2",1022196057.16227
"64593641e470908ef23b46cb",1079810981.41593
"ce9f2f0071be658ae75ca6f9",1032878058.98351
"9ab385e399a4673732b6a799",858312820.567556
"3429c774b736cefc051e2c55",786380826.195839
"a51ad0372758b2bbfe73f8fd",778081196.045055
