"property_id","price"
"d56159653f5d2abc5ed5acd7",887989256.154557
"45550aa81c0151f1fd9fd8fe",1054449800.91897
"735deef3382aa15930482f3e",846080332.796807
"0dd49fa8bb7be52b851c6dc9",855134076.597337
"7d3220a91e78f8bc2924d1cd",888562736.022501
"d3054072b2175deec2c1f8dc",756455592.686581
"b7574b06d593fca4eac59815",743503714.997433
"79e822115c5c1a4531366001",831179057.196742
"d3ed5316a463d38c1bd321d0",933289499.758198
"2f1880c9b8f7ac2715e1236d",963308327.853254
"dcca1c7f109175760ff531c6",797590707.041259
"dfc4f3facf91bbd93ee0fa4d",845938875.233303
"30e134a6cbe61d7954d0f56b",739910808.336718
"385fee7bd9ad7722d45dd034",710290751.239711
"87199c236bf22903d1aafdd0",728588395.878946
"19e19ad0cd6b5e84d8aa970e",709968398.825151
"907f968e78d748fde69dd44f",856824821.419372
"be094e5db0f784e3aa013aae",734758949.574657
"7ab96f83915bc84f8c03c1bd",733421348.349439
"07f4aa9b9ff5b0b05d31e6c0",873147769.851432
"e9be8cd37abed8ab510ba1f5",919580094.808001
"5f6ad58df27b562db077b5ce",881778534.462639
"ee96d947484aaace40f9b77f",869758534.755929
"15c4aef8401208054697b81e",1181817341.65341
"22d6cb11333f2839b8112b89",988170332.457394
"288c09c33907dadbae495c11",1117472112.73673
"f71d2bca0c5fe2720a1544c4",832214184.773465
"451744cf3ce55a98db8a3562",754856225.612064
"fba9ae05a6a8a9e0c6268a9f",823189925.542567
"1338e58f7dcebf5a1ea59388",685537856.829495
"a817e8da0ada143ac87277ee",655980197.122862
"46d8bb3e9a0ca584d3c7a317",763873237.9367
"b2506aa9463aebf01e1e00ca",752683702.462065
"7ec025b9b6e6f33bf65af41b",735259883.10542
"2ff531e27672ecd2362eed55",876959284.930282
"9b3cf0d1b91b9c6a2a887647",917514548.449636
"7db5291ce4602d9b2b266872",612466678.620122
"65d5918e826c33bb950fc008",822967104.073848
"395c34e4b8f52cbdb0522459",822244780.005197
"855f4b67d2bd6d18fd03d8e7",804114478.043424
"9ff06409b37e5b5dece4604a",786425439.274778
"0508cd7bd2c77ebb6fea1e56",792566640.45083
"b45fff2e718e54772d46a3fd",808013466.539418
"cf4d2297b73dbc357d21e31b",758668403.424914
"0ada7044c5b29925abc90879",802199466.275086
"6305f02255274ab5fb6bd39c",854808243.114182
"d9a94194ae1350512beff3e6",854683352.74936
"e3896296cb80d50d9ad3f903",841451274.188121
"6514f355887c64136edb5595",940861397.129543
"f03400cc18e12903b3ffbe5a",973907606.434423
"4e134600155a64783b3f8c3e",841766313.251554
"d63ebc63c82fbf66d8b6ffd3",903987370.361006
"1bd64811bd59706844230198",839297087.813118
"a83921284639eedd4a511cb6",728756744.984056
"a2f3f7a1cd573e2a33f52e2d",935135747.985355
"47344a66471fa51f61c64652",890396567.680574
