"property_id","price"
"d56159653f5d2abc5ed5acd7",896908736
"45550aa81c0151f1fd9fd8fe",1003480896
"735deef3382aa15930482f3e",820487296
"0dd49fa8bb7be52b851c6dc9",832375488
"7d3220a91e78f8bc2924d1cd",1186530432
"d3054072b2175deec2c1f8dc",458342272
"b7574b06d593fca4eac59815",427710304
"79e822115c5c1a4531366001",598791872
"d3ed5316a463d38c1bd321d0",1263393536
"2f1880c9b8f7ac2715e1236d",974259968
"dcca1c7f109175760ff531c6",794403968
"dfc4f3facf91bbd93ee0fa4d",655438080
"30e134a6cbe61d7954d0f56b",426435456
"385fee7bd9ad7722d45dd034",467561312
"87199c236bf22903d1aafdd0",474668768
"19e19ad0cd6b5e84d8aa970e",490660128
"907f968e78d748fde69dd44f",837143040
"be094e5db0f784e3aa013aae",504445312
"7ab96f83915bc84f8c03c1bd",435755008
"07f4aa9b9ff5b0b05d31e6c0",1007052352
"e9be8cd37abed8ab510ba1f5",978484928
"5f6ad58df27b562db077b5ce",796350272
"ee96d947484aaace40f9b77f",941606208
"15c4aef8401208054697b81e",1083386880
"22d6cb11333f2839b8112b89",1329006080
"288c09c33907dadbae495c11",1418929152
"f71d2bca0c5fe2720a1544c4",652994176
"451744cf3ce55a98db8a3562",607504384
"fba9ae05a6a8a9e0c6268a9f",722828032
"1338e58f7dcebf5a1ea59388",509534688
"a817e8da0ada143ac87277ee",605644288
"46d8bb3e9a0ca584d3c7a317",635575872
"b2506aa9463aebf01e1e00ca",518693856
"7ec025b9b6e6f33bf65af41b",484708288
"2ff531e27672ecd2362eed55",896156480
"9b3cf0d1b91b9c6a2a887647",778176064
"7db5291ce4602d9b2b266872",496973632
"65d5918e826c33bb950fc008",711661440
"395c34e4b8f52cbdb0522459",840028992
"855f4b67d2bd6d18fd03d8e7",780356032
"9ff06409b37e5b5dece4604a",676055168
"0508cd7bd2c77ebb6fea1e56",764855104
"b45fff2e718e54772d46a3fd",731073280
"cf4d2297b73dbc357d21e31b",699026624
"0ada7044c5b29925abc90879",643845056
"6305f02255274ab5fb6bd39c",850642496
"d9a94194ae1350512beff3e6",831079168
"e3896296cb80d50d9ad3f903",927163968
"6514f355887c64136edb5595",912600832
"f03400cc18e12903b3ffbe5a",847346176
"4e134600155a64783b3f8c3e",791233536
"d63ebc63c82fbf66d8b6ffd3",842765568
"1bd64811bd59706844230198",906376256
"a83921284639eedd4a511cb6",689313472
"a2f3f7a1cd573e2a33f52e2d",717583488
"47344a66471fa51f61c64652",762934848
"78fd849c9429091347d7e5c9",760044032
"c3daf2abea55af99c9579319",814963008
"52864916eb1984abca41ec66",975382336
"c62494a9d7aede44f2f84023",1023012352
"a2b576643f7a032371587e5e",1232376704
"e53bc68f0e97ccead24f3e56",639219456
"fd82c710aad91bc90af490fe",799487232
"d436abc2ee37ba3dd561e940",966000000
"216a598114a403676011cb51",741981504
"ea230d5eccd2b687888173bb",856072704
"18bd0dd7580f2a7cb19a90b9",425444672
"b143c8ca6d334f6a73c3f2a0",521895488
"ab388cb4fa511968783bafee",466651584
"6a4f08cd04d558a56af732d9",565688832
"7216c895aa047c4f405c4941",626303424
"a493488dcd906dc74cf8a604",802937984
"7844b0b2bc65dced90a355c6",731982656
"c1976383069b6b82ab29d092",635732992
"e5cfd99e2308b7b73581dbdc",672331904
"c18c2ea88f4ac53970b53d2c",481852352
"842c9f0e4edf1e5a672ce15e",685396864
"7dd1e46dcbddc6bf5ef694de",669616384
"6cc4f32b39180bd1ec7e117b",737121088
"79e643789a85dc4ffad49a25",818555712
"b3402a9173d289d6db78e09d",961279040
"a446507813234e358db8b573",630112128
"c8ef57ddfb35061d1876f94e",731536448
"360be0df2c003005e3db080e",1105533440
"9ab245a4c91877cb7a8661ce",1129043584
"a57a34c7486e7a40e8deb316",843451904
"ceba7d0f56f6cb03538962fb",768642368
"d5475993f9db58c3e4baf7a3",1033719872
"d37a1dda09e30da13ff5bfc3",816465152
"68a8b8d077a8232723bf37e9",791033088
"e1eea7716ca6490b7640717a",618748288
"4ae6d75b10848d259ecba576",840399552
"17afbce5c0b56732abbea936",927656640
"84a2673eccd3cf3bd7fd3eb0",977620160
"f2f4e6cbafe527b155707f01",1030904256
"de2e3a592cda5b76c9573c5c",965940992
"fac651cf404a58f24dc7d286",1169029504
"e6f312a0877af26b69855a3d",1377328896
"333a643c623a9bc75f3a40f2",1452837888
"64593641e470908ef23b46cb",1107804288
"ce9f2f0071be658ae75ca6f9",1220719488
"9ab385e399a4673732b6a799",868517504
"3429c774b736cefc051e2c55",715902272
"a51ad0372758b2bbfe73f8fd",618429184
"8c801a266256e3fbabe7e3d2",796147840
"ca2f81b8fb6fda20aefb0ccb",712936064
"3c1b1f86087f9b99380e387c",973516288
"b0cad5d612954b8cab18101c",1083371904
"7eb991f4c69215377e4dac8f",1000440128
"0d130b8bea4321300396fa34",1428155392
"8dfa059401e1dca80ae65ae1",895442432
"3e3f264cd0ac7a65ed2349a2",1156269312
"112dce80bf512f3f24391d23",435611840
"ff25ded6333278149f8fb68f",1220731648
"d555b82c192794e87e9d536f",937477888
"a787382d96ef9fce8f27bc70",1288817920
"8c3aa295f7bcfd9a43eb2037",1146580224
"13ac95652fb3cf6c43dafc66",453385472
"42fc6a80b882c32f6264ac10",493631712
"1e9c53e09220d689a0210ab9",431866944
"3348706086aa3db5c92259c3",584311424
"66d402a9b7d05f29282ddb00",746456000
"cf88be51d6f31c10e5868ff7",362030848
"30b3f38716be209a894b0942",455304416
"0a5908a92d0ba3e36f54b1f3",472159264
"dd206b6ea2d7f6555109ea39",650380672
"c641febd8bc2ece3e4d2d8b6",575567424
"c11fdc02a288af0572a2bca1",858256000
"35dc60a65969b264ab283d6d",775507328
"d9cb0f637cd4feaaaf8a21c0",1042913536
"7e8dfae9a5f1faf8afa706f7",670070656
"a280fe7610c254b935c9dcfc",429073632
"85524880fdc4e4daf90e96fd",508599840
"f361109d06f6609c16724b39",714741056
"3f6b2f0c0876c21755369cb6",850146048
"de26819064a290ce78d8fcc1",649696832
"91be1260a84ab7fa3521c495",940042432
"18c8dc4549d38c918af2972e",916029376
"782b0fb8641849c2c34291e6",427238912
"54933f8b33a4fd6f031ed5be",717000576
"953176c9a901b4f61c030432",891675584
"357e2add3d68167a4f3ce15e",883861184
"90332d50e91925eb9b614bef",932056896
"11723d1d472bf1a3fdd8b72c",902754368
"01f8b6799e2910f7769db175",948820096
"a0d5001f7dd42d7f0c91d2a9",633984640
"d4439c35bcb88e1490916c67",771589120
"4a73dad0ff8a5262e8b07c4b",882283264
"3dd8085a65f24b497ea59557",874698688
"39ef085809bc80e32e7b6af6",1053943744
"b98ee16e8fd7d1c75a9da13c",1072494656
"16deb26bf740fa61e258f545",895559872
"732a3bd457d7798e1fd892f6",843393984
"1376058cb128a1c7729cd2e9",799108288
"cac7e7c3e13af91bdc7107e8",935669696
"9f3dfa6e1422f6aeac527c61",486361856
"4dd3d1288ccb66ee4fb9c097",1057531840
"15fb97d6a43731d61e95d004",933085696
"dac29573163315edf99e0e7a",708613952
"b93f2864087d41c3c92d43c3",923145664
"cd4656aed92f5c0a0b6b7c0c",923145664
"556210496090b42ac10cf1b8",1232376704
"762979729fb21e56a32ed14e",1232376704
"ea935b76abe664d5e2c4736f",711661440
"40e9ef1e7c6749b7a8d04ea9",517213760
"058265732a484ac8d5497f5c",671209344
"6f52ea8340cdd283f9a79720",727697152
"cafe7c1ee67458e05c84d5fb",850642496
"3f45ed2f08a2b03b738fbb5e",534003488
"f203b18854b75c4564d7a17d",863215744
"d5333f639d11bc3ab073ed72",627995904
"c14f644116669a160446a945",552202816
"de585856ff546e00a5a4672e",662933184
"7a80663cae7c191b5d025fa0",657276992
"71f80198e68fbba902650b1a",607431552
"f3523e0626df8cea803ead0f",591851840
"619abd5f978b1573761be86d",940103872
"17a2323b855e93533a9f09f2",701633344
"38e8630f2c05ea38e2257c21",563131200
"1e3798d739f85ee0e5a314ca",687583872
"46d0544f411bbfb6b452858c",800158144
"605e7a71eecb13b23ffca0c1",581421376
"7515b37b7ae7c62f3dafbe7d",676739456
"28be121ada9c9303be802474",815206592
"331d54f8a1bd3dabce73d6d9",981337856
"22d167639ccaace593dffa31",853410496
"36cd68fc3ffab79fcaa340ab",769134656
"db924733e88c361cdfab874a",787301184
"64eea2e9a13a8edfe8ac7027",1052567808
"97fe6eeed892111bfa20255b",991387008
"b54e6757829ac95e2076d954",753876736
"dd59b8122458557041903207",530369152
"b35c58fc1c05a77433025318",1168055168
"c41964afa164d8b75f8dbe92",774691840
"96b3ea80cce599b68f96f86e",731780224
"a4bc87ad4f1ad97c0a63d843",1139361664
"16e62269e6aa2ea052d05f71",1038478464
"518b37b51f824fa0fb5075d3",1177303552
"e083d83369cbc93fb94842a1",1004435584
"57deff02895d5286eda10d89",991394752
"7ed35835fbe694bc237abe38",839836864
"b48efa9ddf36e85164354f26",1086816896
"5910c9b29a1025bada93a5e1",1131809024
"10a650e8cb5425c97f08f68a",849365376
"9e0feca2ec3043ae6f840631",1256706048
"35ce37bbecac6b164fa21e6c",751826176
"c4955010d066e013812a85ea",1111747840
"d5a83c31bec18d1c3eb9af7d",798677440
"70217bd08583854329722821",1001827520
"28e748e7aa0a447731e06706",768227968
"27929c0a3e0fd2d6d2969e03",830357632
"5c5ea0d8bae75e0a5c88414f",1052581888
"2233f50cf7b04791cf1ddeaa",724729792
"bf430621f17dcaf17fb91ac7",687797248
"d8dc9de06461e0220bc55906",826702144
"d988975f8c4e6ee8fd8dc1e1",1140185216
"bab884e0f99df269805e83a4",1053373888
"8fa9b20af1508af7a01e2267",964062912
"b6f195d44ddbe10b78b97191",437913408
"2ab0eeac4a228d5769fb4365",512536160
"347a4deda03bfdde6d1c163d",818073856
"17230f18b30b94606fea047d",547724480
"eab4ae491bbbe7b8ab107229",690090688
"07c753474a847bf2bccd55b7",817913408
"b7ce05400f0261743073e072",759336704
"4a33d213841d2af537aa967a",806677248
"04eb0b590ce7483c615b043b",785809792
"a01a51af09a3dc387a18b58c",348478528
"270b930a9e22d5016ffa4019",1091261696
"5ed1320fe84a518e267ff537",1411467392
"f04b574dc221473cfd616e22",719321792
"6f7e390aa6135019dc5a828f",889281280
"776d4a19fb3852fe6dcd3ddb",648274112
"b7f164b79658952248866c34",700391296
"aafeff5826516e363471e439",473238208
