"property_id","price"
"d56159653f5d2abc5ed5acd7",900902656.494777
"45550aa81c0151f1fd9fd8fe",934682736.4899
"735deef3382aa15930482f3e",808448139.576175
"0dd49fa8bb7be52b851c6dc9",793892065.640865
"7d3220a91e78f8bc2924d1cd",1032648478.57113
"d3054072b2175deec2c1f8dc",467167697.067916
"b7574b06d593fca4eac59815",450414475.180883
"79e822115c5c1a4531366001",549725546.143317
"d3ed5316a463d38c1bd321d0",1067585302.87942
"2f1880c9b8f7ac2715e1236d",843496796.930943
"dcca1c7f109175760ff531c6",791083341.028266
"dfc4f3facf91bbd93ee0fa4d",588767167.488589
"30e134a6cbe61d7954d0f56b",428675289.603165
"385fee7bd9ad7722d45dd034",490326252.237116
"87199c236bf22903d1aafdd0",494690501.279645
"19e19ad0cd6b5e84d8aa970e",464040379.950995
"907f968e78d748fde69dd44f",765717693.053046
"be094e5db0f784e3aa013aae",545008292.764732
"7ab96f83915bc84f8c03c1bd",439866702.821743
"07f4aa9b9ff5b0b05d31e6c0",878678352.986097
"e9be8cd37abed8ab510ba1f5",930745739.098573
"5f6ad58df27b562db077b5ce",764778188.647685
"ee96d947484aaace40f9b77f",921502378.591492
"15c4aef8401208054697b81e",1025981013.85369
"22d6cb11333f2839b8112b89",1149696853.99257
"288c09c33907dadbae495c11",1385643919.15773
"f71d2bca0c5fe2720a1544c4",618789384.78473
"451744cf3ce55a98db8a3562",563670977.103922
"fba9ae05a6a8a9e0c6268a9f",662437926.870721
"1338e58f7dcebf5a1ea59388",472439229.667568
"a817e8da0ada143ac87277ee",515465657.610569
"46d8bb3e9a0ca584d3c7a317",597522251.427025
"b2506aa9463aebf01e1e00ca",515349332.547459
"7ec025b9b6e6f33bf65af41b",492745645.327682
"2ff531e27672ecd2362eed55",783862363.615991
"9b3cf0d1b91b9c6a2a887647",718675856.125584
"7db5291ce4602d9b2b266872",522434394.531028
"65d5918e826c33bb950fc008",698806970.315358
"395c34e4b8f52cbdb0522459",750911024.652293
"855f4b67d2bd6d18fd03d8e7",650009904.905868
"9ff06409b37e5b5dece4604a",648707399.358929
"0508cd7bd2c77ebb6fea1e56",645686998.253048
"b45fff2e718e54772d46a3fd",716367970.118466
"cf4d2297b73dbc357d21e31b",637083286.704615
"0ada7044c5b29925abc90879",610348819.967702
"6305f02255274ab5fb6bd39c",776486406.090443
"d9a94194ae1350512beff3e6",737941556.237649
"e3896296cb80d50d9ad3f903",780925756.297179
"6514f355887c64136edb5595",876171140.809105
"f03400cc18e12903b3ffbe5a",838964875.610173
"4e134600155a64783b3f8c3e",767636645.339505
"d63ebc63c82fbf66d8b6ffd3",829007623.317495
"1bd64811bd59706844230198",831611607.135828
"a83921284639eedd4a511cb6",654884056.897957
"a2f3f7a1cd573e2a33f52e2d",760964773.663601
"47344a66471fa51f61c64652",740095744.080173
"78fd849c9429091347d7e5c9",777971270.412471
"c3daf2abea55af99c9579319",777919753.053755
"52864916eb1984abca41ec66",929518156.17965
"c62494a9d7aede44f2f84023",988330286.142249
"a2b576643f7a032371587e5e",1153416756.16207
"e53bc68f0e97ccead24f3e56",629272470.083823
"fd82c710aad91bc90af490fe",760823274.366041
"d436abc2ee37ba3dd561e940",921962414.028862
"216a598114a403676011cb51",723045901.455773
"ea230d5eccd2b687888173bb",776426019.462658
"18bd0dd7580f2a7cb19a90b9",444009649.889297
"b143c8ca6d334f6a73c3f2a0",540235314.345154
"ab388cb4fa511968783bafee",475002484.057505
"6a4f08cd04d558a56af732d9",554823971.164946
"7216c895aa047c4f405c4941",640058442.896281
"a493488dcd906dc74cf8a604",761504611.318974
"7844b0b2bc65dced90a355c6",692090617.994118
"c1976383069b6b82ab29d092",586207140.441539
"e5cfd99e2308b7b73581dbdc",625372423.296287
"c18c2ea88f4ac53970b53d2c",503633457.787818
"842c9f0e4edf1e5a672ce15e",683073642.90592
"7dd1e46dcbddc6bf5ef694de",623074055.651388
"6cc4f32b39180bd1ec7e117b",772198651.93875
"79e643789a85dc4ffad49a25",807930692.885037
"b3402a9173d289d6db78e09d",895997767.81273
"a446507813234e358db8b573",686682624.140017
"c8ef57ddfb35061d1876f94e",700947321.606312
"360be0df2c003005e3db080e",966015684.563206
"9ab245a4c91877cb7a8661ce",963300947.007973
"a57a34c7486e7a40e8deb316",786204395.548956
"ceba7d0f56f6cb03538962fb",690714282.518903
"d5475993f9db58c3e4baf7a3",985204224.35788
"d37a1dda09e30da13ff5bfc3",770358307.488373
"68a8b8d077a8232723bf37e9",762469707.003798
"e1eea7716ca6490b7640717a",653716405.36016
"4ae6d75b10848d259ecba576",726809062.202889
"17afbce5c0b56732abbea936",825326913.104884
"84a2673eccd3cf3bd7fd3eb0",929461467.745067
"f2f4e6cbafe527b155707f01",930614050.716522
"de2e3a592cda5b76c9573c5c",943072092.838925
"fac651cf404a58f24dc7d286",998884265.639283
"e6f312a0877af26b69855a3d",1203320379.54701
"333a643c623a9bc75f3a40f2",1254554963.2345
"64593641e470908ef23b46cb",1143198109.02886
"ce9f2f0071be658ae75ca6f9",1163509874.61544
"9ab385e399a4673732b6a799",862458121.632262
"3429c774b736cefc051e2c55",641827913.644527
"a51ad0372758b2bbfe73f8fd",607594821.709465
"8c801a266256e3fbabe7e3d2",614232950.511492
"ca2f81b8fb6fda20aefb0ccb",696605026.493895
"3c1b1f86087f9b99380e387c",890860321.608486
"b0cad5d612954b8cab18101c",989931557.124161
"7eb991f4c69215377e4dac8f",955014523.956185
"0d130b8bea4321300396fa34",1224089314.7369
"8dfa059401e1dca80ae65ae1",786092096.045192
"3e3f264cd0ac7a65ed2349a2",939508639.121392
"112dce80bf512f3f24391d23",476594303.285587
"ff25ded6333278149f8fb68f",1075890910.47111
"d555b82c192794e87e9d536f",875716713.563172
"a787382d96ef9fce8f27bc70",1079349694.16365
"8c3aa295f7bcfd9a43eb2037",919568375.548708
"13ac95652fb3cf6c43dafc66",463815144.100045
"42fc6a80b882c32f6264ac10",518999058.319239
"1e9c53e09220d689a0210ab9",417666832.034127
"3348706086aa3db5c92259c3",574470255.730092
"66d402a9b7d05f29282ddb00",650990207.965542
"cf88be51d6f31c10e5868ff7",342905843.982962
"30b3f38716be209a894b0942",481070031.153363
"0a5908a92d0ba3e36f54b1f3",502738161.762122
"dd206b6ea2d7f6555109ea39",611914401.031996
"c641febd8bc2ece3e4d2d8b6",611316947.972148
"c11fdc02a288af0572a2bca1",848492582.538143
"35dc60a65969b264ab283d6d",678668866.530557
"d9cb0f637cd4feaaaf8a21c0",948559274.116962
"7e8dfae9a5f1faf8afa706f7",600834283.959144
"a280fe7610c254b935c9dcfc",449549382.006605
"85524880fdc4e4daf90e96fd",519842551.712144
"f361109d06f6609c16724b39",704145662.618178
"3f6b2f0c0876c21755369cb6",771212306.350648
"de26819064a290ce78d8fcc1",647205033.040972
"91be1260a84ab7fa3521c495",808305056.549914
"18c8dc4549d38c918af2972e",807899993.218183
"782b0fb8641849c2c34291e6",499913554.513792
"54933f8b33a4fd6f031ed5be",673856063.744942
"953176c9a901b4f61c030432",733096090.810354
"357e2add3d68167a4f3ce15e",812219439.075913
"90332d50e91925eb9b614bef",836208366.006951
"11723d1d472bf1a3fdd8b72c",873860086.178894
"01f8b6799e2910f7769db175",877881696.950551
"a0d5001f7dd42d7f0c91d2a9",660458092.210348
"d4439c35bcb88e1490916c67",763973577.609739
"4a73dad0ff8a5262e8b07c4b",862427148.363992
"3dd8085a65f24b497ea59557",844736070.735042
"39ef085809bc80e32e7b6af6",970995736.586982
"b98ee16e8fd7d1c75a9da13c",990503839.286183
"16deb26bf740fa61e258f545",882500958.333505
"732a3bd457d7798e1fd892f6",779086335.247423
"1376058cb128a1c7729cd2e9",748995627.499887
"cac7e7c3e13af91bdc7107e8",905013913.970455
"9f3dfa6e1422f6aeac527c61",476256038.50711
"4dd3d1288ccb66ee4fb9c097",1064099780.1447
"15fb97d6a43731d61e95d004",887983522.779568
"dac29573163315edf99e0e7a",687863399.873114
"b93f2864087d41c3c92d43c3",908302596.119973
"cd4656aed92f5c0a0b6b7c0c",908302596.119973
"556210496090b42ac10cf1b8",1153416756.16207
"762979729fb21e56a32ed14e",1153416756.16207
"ea935b76abe664d5e2c4736f",698806970.315358
"40e9ef1e7c6749b7a8d04ea9",508171187.051267
"058265732a484ac8d5497f5c",625292642.758776
"6f52ea8340cdd283f9a79720",675246715.475487
"cafe7c1ee67458e05c84d5fb",776486406.090443
"3f45ed2f08a2b03b738fbb5e",629986450.205123
"f203b18854b75c4564d7a17d",796432402.768571
"d5333f639d11bc3ab073ed72",582299847.838138
"c14f644116669a160446a945",539265910.546198
"de585856ff546e00a5a4672e",593112916.385986
"7a80663cae7c191b5d025fa0",637980678.117838
"71f80198e68fbba902650b1a",621995796.558856
"f3523e0626df8cea803ead0f",582255618.606633
"619abd5f978b1573761be86d",757343407.925416
"17a2323b855e93533a9f09f2",661468410.384851
"38e8630f2c05ea38e2257c21",539200591.949929
"1e3798d739f85ee0e5a314ca",660864439.5625
"46d0544f411bbfb6b452858c",770506000.293833
"605e7a71eecb13b23ffca0c1",579151403.682861
"7515b37b7ae7c62f3dafbe7d",634030539.172333
"28be121ada9c9303be802474",755619217.611906
"331d54f8a1bd3dabce73d6d9",849606391.270655
"22d167639ccaace593dffa31",775661528.84589
"36cd68fc3ffab79fcaa340ab",682504974.690777
"db924733e88c361cdfab874a",710513440.931863
"64eea2e9a13a8edfe8ac7027",949917866.317354
"97fe6eeed892111bfa20255b",946916509.690932
"b54e6757829ac95e2076d954",673042477.607407
"dd59b8122458557041903207",557066467.47819
"b35c58fc1c05a77433025318",951132510.502014
"c41964afa164d8b75f8dbe92",773707912.250543
"96b3ea80cce599b68f96f86e",740404622.50227
"a4bc87ad4f1ad97c0a63d843",961989004.033764
"16e62269e6aa2ea052d05f71",892115834.739951
"518b37b51f824fa0fb5075d3",1011999627.14029
"e083d83369cbc93fb94842a1",887868106.576555
"57deff02895d5286eda10d89",895842558.232311
"7ed35835fbe694bc237abe38",861545993.311039
"b48efa9ddf36e85164354f26",894657420.412797
"5910c9b29a1025bada93a5e1",943002872.136214
"10a650e8cb5425c97f08f68a",815122936.930939
"9e0feca2ec3043ae6f840631",1066753661.37743
"35ce37bbecac6b164fa21e6c",756316353.410142
"c4955010d066e013812a85ea",997653436.92825
"d5a83c31bec18d1c3eb9af7d",783819066.083601
"70217bd08583854329722821",826906773.691111
"28e748e7aa0a447731e06706",715816544.115792
"27929c0a3e0fd2d6d2969e03",791537328.415117
"5c5ea0d8bae75e0a5c88414f",884303809.000164
"2233f50cf7b04791cf1ddeaa",661779057.410085
"bf430621f17dcaf17fb91ac7",688708769.943948
"d8dc9de06461e0220bc55906",792067854.673507
"d988975f8c4e6ee8fd8dc1e1",964051870.662134
"bab884e0f99df269805e83a4",960236337.35921
"8fa9b20af1508af7a01e2267",979440570.720696
"b6f195d44ddbe10b78b97191",461849925.041473
"2ab0eeac4a228d5769fb4365",520482025.848008
"347a4deda03bfdde6d1c163d",764269177.50951
"17230f18b30b94606fea047d",567363583.788994
"eab4ae491bbbe7b8ab107229",695602168.755698
"07c753474a847bf2bccd55b7",765444808.263226
"b7ce05400f0261743073e072",714735908.475547
"4a33d213841d2af537aa967a",773145694.643261
"04eb0b590ce7483c615b043b",776751179.700834
"a01a51af09a3dc387a18b58c",344053937.891463
"270b930a9e22d5016ffa4019",1019254392.55253
"5ed1320fe84a518e267ff537",1251824386.92011
"f04b574dc221473cfd616e22",683442751.118366
"6f7e390aa6135019dc5a828f",838887229.691009
"776d4a19fb3852fe6dcd3ddb",713398511.364828
"b7f164b79658952248866c34",656836138.963287
"aafeff5826516e363471e439",492389714.018141
"eba6a2b80a17a846ae560ece",452962134.779334
"90e62f8656ae504bf6175e0d",580303036.194335
"dc4331d09a1e36baaa6bde53",497622391.357199
"372d67ccb9d251e290891f0a",451849448.295474
"a7801c67a0ddd71c50ba38d3",442941435.939329
"e4d6b81f169cab8ea0244d75",580552731.716396
"cd5c6655243a4be0912bc92a",786204395.548956
"f7a7281a19733251134364fc",966925594.995999
"a716ec25a219961fbe90f367",930614050.716522
"8bd45966c16d4eafb49ee2a2",1039356640.90995
"baabbdaa5e8f69fc90d303c1",1090144384.76376
"8bed46960db1b2a7954ffbcb",1114697203.33865
"dbc123f9502159d660f375ca",1246580406.75775
"a4683facc81ccda10e9ae388",1163509874.61544
"3a576586fa1aac85c2ffb75b",1147995564.42112
"b1fb98d0ba25b21c6647d423",1166484533.69614
"97fa4be3ed93c37c048f507c",572978601.707058
"cf184cc576effe39c0f857b8",640022921.536321
"784f67fcb2d009d352740ed1",469171010.08275
"f4d6ce332121f814aa663fca",703079492.997586
"c87ae84ef029febca1e633e8",598160000.373784
"e876c6fd9c161861fb92ad5a",1073303304.44453
"9047c4764f2c6b1a10b87e99",927829449.648632
"234c94e9a248ae57bb5a0771",587889389.031359
